130423650.986141,226745.10287193
127972597.979414,763882.907197561
129766424.806452,330353.562392488
127895966.589163,790283.837582088
130786247.5334,146341.450599592
128764501.763408,556126.950468646
127765363.646431,795325.467730698
128088697.777032,746273.915836163
130677833.290793,170031.212391115
130786298.598981,146331.629959062
129847695.229519,319476.739366942
130677834.905205,170030.898780467
128590486.388065,583749.223131601
130786196.467818,146351.271240109
130786247.5334,146341.450599587
128235385.792223,637304.532697356
127970847.804921,764089.258014647
130423578.302729,226756.960802672
128764501.763408,556126.950468603
130786230.519813,146347.533375071
128307747.143332,623200.883415246
127976410.876559,762956.001276087
127964104.243485,765661.883027731
129800693.99148,326621.037633798
129781836.559921,327167.43950833
127895966.589163,790283.837582088
127963769.702577,765742.390515404
130592426.552494,196443.641370487
130592390.434213,196449.601822838
129642994.394893,353915.479524945
129873256.218518,314576.436641401
127899381.688087,775001.245493271
128764501.763408,556126.950468603
127895966.589163,790283.837582088
127899025.57266,775073.615131094
127974982.760779,763457.690695097
127899381.688087,775001.245493271
129072783.810188,487040.956339391
127955700.607851,766460.310983324
130109402.098893,265390.96681219
129726195.540059,336749.247531295
130429426.930572,225064.075277723
129332015.733373,410688.896868743
128795241.840648,552868.464628578
130919193.878795,121108.656893819
130592426.552494,196443.641370487
130786945.044997,146117.676535896
130370093.784452,233365.84932752
129742500.99109,333439.665908139
130814579.704012,140495.904322302
130677834.905205,170030.898780467
130682025.899647,163650.724946229
127965860.073686,764548.263927065
130122864.852333,263648.061320903
130693608.25873,160523.426787428
128263621.616098,631589.441513613
129873256.218518,314576.436641401
129123924.086643,450300.398019287
128767805.296061,555421.015401909
127955702.060006,766460.090759656
129120874.358719,450613.496917667
128795241.840648,552868.464628513
128695824.679389,571866.3195584
130919193.878795,121108.656893772
128088697.777034,746273.915836125
127963792.981144,765738.860536018
129682236.54284,350654.708720484
129805152.780624,322387.666039282
130219650.194862,246001.112894062
130404841.799422,230177.05000802
128988212.340168,506954.327371994
128063402.279629,750634.023654688
129724794.9123,336971.920453508
130423960.285983,226716.194744313
127964104.243485,765661.883027731
127896532.639269,775581.31163512
129519730.97148,373456.890471821
128256754.256719,632948.812541296
129724804.638882,336970.374109994
130423650.986141,226745.10287193
130827774.141004,134050.011243379
127976410.876559,762956.001276049
129695459.527813,341635.681052264
130592426.552494,196443.641370487
130786196.467818,146351.271240109
130650516.114553,177791.475610555
127899381.688087,775001.245493271
128695824.679389,571866.319558404
130919309.636097,121024.596371329
127996862.125492,758084.353683256
130919193.878795,121108.656893772
128088697.777032,746273.915836163
128235385.263584,637304.612425281
128746788.210105,564728.071494947
130150587.024817,258614.57279047
129637431.943432,361483.711627958
128260526.737442,632202.939691084
127976592.863362,761971.913090057
128518084.305484,594668.724875068
129804986.335005,322401.502205451
